"species","order","family","fullCodeSuitable","fullCodeMarginal","fullCodeUnknown","briefCode"
"Crocidura attenuata","EULIPOTYPHLA","SORICIDAE","1.6,1.9,3.5,3.6,3.7,4.5",NA,NA,"1,3,4"
"Crocidura attila","EULIPOTYPHLA","SORICIDAE","1.9","1.9",NA,"14,1"
"Crocidura baileyi","EULIPOTYPHLA","SORICIDAE","4.7",NA,NA,"4"
"Crocidura baluensis","EULIPOTYPHLA","SORICIDAE","14.6,1.9,3.7,4.7",NA,NA,"14,1,3,4"
"Crocidura batakorum","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Crocidura beata","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,NA
"Crocidura beccarii","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Crocidura bottegi","EULIPOTYPHLA","SORICIDAE","18",NA,NA,"18"
"Crocidura bottegoides","EULIPOTYPHLA","SORICIDAE","1.9,4.7",NA,NA,"1,4"
"Crocidura brunnea","EULIPOTYPHLA","SORICIDAE","1.9",NA,"1.6","1"
"Crocidura buettikoferi","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Crocidura caliginea","EULIPOTYPHLA","SORICIDAE","1.6","1.6",NA,"14,1"
"Crocidura canariensis","EULIPOTYPHLA","SORICIDAE","13.3,3.5,8.1","13.3,3.5,8.1",NA,"13,14,3,8"
"Crocidura caspica","EULIPOTYPHLA","SORICIDAE",NA,NA,"18","18"
"Crocidura caudipilosa","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,NA
"Crocidura cinderella","EULIPOTYPHLA","SORICIDAE","2.1",NA,NA,"2"
"Crocidura congobelgica","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Crocidura cranbrooki","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Crocidura crenata","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Crocidura crossei","EULIPOTYPHLA","SORICIDAE","1.6","1.6",NA,"1"
"Crocidura cyanea","EULIPOTYPHLA","SORICIDAE","1.4,1.6,4.7","1.4,1.6,4.7",NA,"1,4,7"
"Crocidura denti","EULIPOTYPHLA","SORICIDAE","1.6,1.9,2.2",NA,NA,"1,2"
"Crocidura desperata","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Crocidura dhofarensis","EULIPOTYPHLA","SORICIDAE","14.2",NA,NA,"14"
"Crocidura dolichura","EULIPOTYPHLA","SORICIDAE","1.6,1.9",NA,NA,"1"
"Crocidura dongyangjiangensis","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,NA
"Crocidura douceti","EULIPOTYPHLA","SORICIDAE","14.6,1.5,1.9",NA,NA,"14,1"
"Crocidura dracula","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,NA
"Crocidura dsinezumi","EULIPOTYPHLA","SORICIDAE","3.4,4.4,5.1","3.4,4.4,5.1",NA,"14,3,4,5"
"Crocidura eburnea","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Crocidura eisentrauti","EULIPOTYPHLA","SORICIDAE","1.9,4.7",NA,NA,"1,4"
"Crocidura elgonius","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Crocidura elongata","EULIPOTYPHLA","SORICIDAE","14.6,1.6,1.9,3.6,3.7",NA,NA,"14,1,3"
"Crocidura erica","EULIPOTYPHLA","SORICIDAE","18",NA,NA,"18"
"Crocidura fingui","EULIPOTYPHLA","SORICIDAE","14.3,1.6",NA,NA,"14,1"
"Crocidura fischeri","EULIPOTYPHLA","SORICIDAE","2.1",NA,NA,"2"
"Crocidura flavescens","EULIPOTYPHLA","SORICIDAE","14.4,2.2,4.4",NA,NA,"14,2,4"
"Crocidura floweri","EULIPOTYPHLA","SORICIDAE","14.1",NA,NA,"14"
"Crocidura foetida","EULIPOTYPHLA","SORICIDAE","14.3,14.4,14.6,1.6,1.9",NA,NA,"14,1"
"Crocidura foxi","EULIPOTYPHLA","SORICIDAE","14.3,2.2","14.3,2.2",NA,"14,1,2"
"Crocidura fuliginosa","EULIPOTYPHLA","SORICIDAE","1.4,1.6,1.9,3.4,3.6,3.7,4.4",NA,"14.2,14.4,6","1,14,3,4,6"
"Crocidura fulvastra","EULIPOTYPHLA","SORICIDAE","2.1",NA,NA,"2"
"Crocidura fumosa","EULIPOTYPHLA","SORICIDAE","14.3,14.4,1.9",NA,NA,"14,1"
"Crocidura fuscomurina","EULIPOTYPHLA","SORICIDAE","2.1,2.2,4.5,8.1",NA,"14.4","14,2,4,8"
"Crocidura gathornei","EULIPOTYPHLA","SORICIDAE","3.7,4.7",NA,NA,"3,4"
"Crocidura glassi","EULIPOTYPHLA","SORICIDAE","3.7,4.7,5.4",NA,NA,"3,4,5"
"Crocidura goliath","EULIPOTYPHLA","SORICIDAE","1.6,1.8",NA,NA,"1"
"Crocidura gracilipes","EULIPOTYPHLA","SORICIDAE","18",NA,NA,"18"
"Crocidura grandiceps","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Crocidura grandis","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Crocidura grassei","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Crocidura grayi","EULIPOTYPHLA","SORICIDAE","1.6,1.9",NA,NA,"1"
"Crocidura greenwoodae","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,NA
"Crocidura gueldenstaedtii","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,NA
"Crocidura guy","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Crocidura harenna","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Crocidura hikmiya","EULIPOTYPHLA","SORICIDAE","1.6","1.6",NA,"1"
"Crocidura hildegardeae","EULIPOTYPHLA","SORICIDAE","1.6,1.9","1.6,1.9",NA,"14,1"
"Crocidura hilliana","EULIPOTYPHLA","SORICIDAE","1.6,3.6",NA,"14.6,15.8","14,15,1,3"
"Crocidura hirta","EULIPOTYPHLA","SORICIDAE","2.1,2.2,4.5,8.1",NA,"14.1,14.2,14.3,14.4,14.6","14,2,4,8"
"Crocidura hispida","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Crocidura horsfieldii","EULIPOTYPHLA","SORICIDAE","1.6,1.9",NA,NA,"1"
"Crocidura huangshanensis","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,NA
"Crocidura hutanis","EULIPOTYPHLA","SORICIDAE","1.6",NA,"14.3,14.4,14.6,1.9","14,1"
"Crocidura indochinensis","EULIPOTYPHLA","SORICIDAE","1.4,1.9",NA,NA,"1"
"Crocidura jacksoni","EULIPOTYPHLA","SORICIDAE","1.6,1.9","1.6,1.9",NA,"14,1"
"Crocidura jenkinsi","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Crocidura jouvenetae","EULIPOTYPHLA","SORICIDAE","1.6","1.6",NA,"1"
"Crocidura katinka","EULIPOTYPHLA","SORICIDAE","18",NA,NA,"18"
"Crocidura kegoensis","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,NA
"Crocidura kivuana","EULIPOTYPHLA","SORICIDAE","14.6,1.9,5.4",NA,NA,"14,1,5"
"Crocidura lamottei","EULIPOTYPHLA","SORICIDAE","2.1,2.2",NA,"1.5,1.6","1,2"
"Crocidura lanosa","EULIPOTYPHLA","SORICIDAE","1.9,5.4",NA,NA,"1,5"
"Crocidura lasiura","EULIPOTYPHLA","SORICIDAE","4.4",NA,NA,"4"
"Crocidura latona","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Crocidura lea","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Crocidura lepidura","EULIPOTYPHLA","SORICIDAE","14.3,14.4,14.6,1.6,1.9,3.6",NA,NA,"14,1,3"
"Crocidura leucodon","EULIPOTYPHLA","SORICIDAE","14.1,14.2,14.3,14.4,14.5,3.4,3.5,4.4",NA,NA,"14,3,4"
"Crocidura levicula","EULIPOTYPHLA","SORICIDAE","1.6",NA,"14.6,1.9","14,1"
"Crocidura littoralis","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Crocidura longipes","EULIPOTYPHLA","SORICIDAE","5.4",NA,NA,"5"
"Crocidura lucina","EULIPOTYPHLA","SORICIDAE","4.7,5.4",NA,NA,"4,5"
"Crocidura ludia","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Crocidura luna","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Crocidura lusitania","EULIPOTYPHLA","SORICIDAE","2.1,3.5",NA,NA,"2,3"
"Crocidura lwiroensis","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Crocidura macarthuri","EULIPOTYPHLA","SORICIDAE","2.1",NA,NA,"2"
"Crocidura macmillani","EULIPOTYPHLA","SORICIDAE","1.9,2.2",NA,NA,"1,2"
"Crocidura macowi","EULIPOTYPHLA","SORICIDAE","18",NA,NA,"18"
"Crocidura makeda","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,NA
"Crocidura malayana","EULIPOTYPHLA","SORICIDAE","1.6,1.9",NA,NA,"1"
"Crocidura manengubae","EULIPOTYPHLA","SORICIDAE","1.9,3.7,4.7",NA,NA,"1,3,4"
"Crocidura maquassiensis","EULIPOTYPHLA","SORICIDAE","6","6","14.4","14,4,6"
"Crocidura mariquensis","EULIPOTYPHLA","SORICIDAE","5.4",NA,NA,"5"
"Crocidura maurisca","EULIPOTYPHLA","SORICIDAE","5.4",NA,"1.6","1,5"
"Crocidura maxi","EULIPOTYPHLA","SORICIDAE","1.6,1.9",NA,NA,"1"
"Crocidura mdumai","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Crocidura mindorus","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Crocidura miya","EULIPOTYPHLA","SORICIDAE","1.6,1.9",NA,NA,"1"
"Crocidura monax","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Crocidura monticola","EULIPOTYPHLA","SORICIDAE","1.6,1.9",NA,NA,"1"
"Crocidura montis","EULIPOTYPHLA","SORICIDAE","1.9,3.7,4.7",NA,NA,"1,3,4"
"Crocidura munissii","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Crocidura muricauda","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Crocidura musseri","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Crocidura mutesae","EULIPOTYPHLA","SORICIDAE","14.6,1.6",NA,NA,"14,1"
"Crocidura nana","EULIPOTYPHLA","SORICIDAE","4.5",NA,NA,"4"
"Crocidura nanilla","EULIPOTYPHLA","SORICIDAE","2.1,2.2",NA,NA,"2"
"Crocidura neglecta","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,NA
"Crocidura negligens","EULIPOTYPHLA","SORICIDAE","1.6",NA,"1.9","1"
"Crocidura negrina","EULIPOTYPHLA","SORICIDAE","1.6,1.9",NA,NA,"1"
"Crocidura newmarki","EULIPOTYPHLA","SORICIDAE","1.9,3.7",NA,NA,"1,3"
"Crocidura nicobarica","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Crocidura nigeriae","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Crocidura nigricans","EULIPOTYPHLA","SORICIDAE",NA,NA,"18","18"
"Crocidura nigripes","EULIPOTYPHLA","SORICIDAE","1.6,1.9",NA,NA,"1"
"Crocidura nigrofusca","EULIPOTYPHLA","SORICIDAE","1.6,1.9",NA,NA,"1"
"Crocidura nimbae","EULIPOTYPHLA","SORICIDAE","1.6","1.6",NA,"1"
"Crocidura nimbasilvanus","EULIPOTYPHLA","SORICIDAE","14.6,1.6",NA,NA,"14,1"
"Crocidura ninoyi","EULIPOTYPHLA","SORICIDAE","1.6,1.9",NA,NA,"1"
"Crocidura niobe","EULIPOTYPHLA","SORICIDAE","14.6,1.9,4.7",NA,NA,"14,1,4"
"Crocidura obscurior","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Crocidura olivieri","EULIPOTYPHLA","SORICIDAE","14.1,14.2,14.3,14.4,14.5,14.6,1.5,1.6,1.9,2.1,2.2,3.5,3.6",NA,NA,"14,1,2,3"
"Crocidura orientalis","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Crocidura orii","EULIPOTYPHLA","SORICIDAE","1.4",NA,NA,"1"
"Crocidura pachyura","EULIPOTYPHLA","SORICIDAE","14.1,14.2,14.4,3.4,3.8",NA,NA,"14,3"
"Crocidura palawanensis","EULIPOTYPHLA","SORICIDAE","14.6,1.6,1.9,3.6",NA,"14.3,14.4","14,1,3"
"Crocidura panayensis","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Crocidura paradoxura","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Crocidura parvipes","EULIPOTYPHLA","SORICIDAE","2.1,3.5,3.6","2.1,3.5,3.6",NA,"1,2,3"
"Crocidura pasha","EULIPOTYPHLA","SORICIDAE","2.1",NA,NA,"2"
"Crocidura pergrisea","EULIPOTYPHLA","SORICIDAE","1.4",NA,NA,"1"
"Crocidura phaeura","EULIPOTYPHLA","SORICIDAE","1.5",NA,NA,"1"
"Crocidura phanluongi","EULIPOTYPHLA","SORICIDAE","1.5",NA,NA,"1"
"Crocidura phuquocensis","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Crocidura picea","EULIPOTYPHLA","SORICIDAE","1.9,4.7",NA,NA,"1,4"
"Crocidura pitmani","EULIPOTYPHLA","SORICIDAE","18",NA,NA,"18"
"Crocidura planiceps","EULIPOTYPHLA","SORICIDAE",NA,NA,"5.4","5"
"Crocidura poensis","EULIPOTYPHLA","SORICIDAE","1.6","1.6",NA,"14,1,3"
"Crocidura polia","EULIPOTYPHLA","SORICIDAE","18",NA,NA,"18"
"Crocidura pullata","EULIPOTYPHLA","SORICIDAE","18",NA,NA,"18"
"Crocidura raineyi","EULIPOTYPHLA","SORICIDAE","1.5",NA,NA,"1"
"Crocidura ramona","EULIPOTYPHLA","SORICIDAE","8.1",NA,NA,"8"
"Crocidura rapax","EULIPOTYPHLA","SORICIDAE",NA,NA,"18","18"
"Crocidura religiosa","EULIPOTYPHLA","SORICIDAE","14.1,15.7",NA,NA,"14,15"
"Crocidura rhoditis","EULIPOTYPHLA","SORICIDAE","1.6,1.9",NA,NA,"1"
"Crocidura roosevelti","EULIPOTYPHLA","SORICIDAE","2.2",NA,NA,"2"
"Crocidura russula","EULIPOTYPHLA","SORICIDAE","14.1,14.2,14.4,14.5,3.8",NA,NA,"14,3"
"Crocidura sapaensis","EULIPOTYPHLA","SORICIDAE","1.9,4.7",NA,NA,"1,4"
"Crocidura selina","EULIPOTYPHLA","SORICIDAE","1.8,1.9,5.4",NA,NA,"1,5"
"Crocidura serezkyensis","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,"18"
"Crocidura shantungensis","EULIPOTYPHLA","SORICIDAE","3.4,4.4","3.4,4.4",NA,"14,3,4"
"Crocidura sibirica","EULIPOTYPHLA","SORICIDAE","1.4,4.5,5.9,8.3",NA,NA,"1,4,5,8"
"Crocidura sicula","EULIPOTYPHLA","SORICIDAE","14.1,14.2,14.4,14.5,3.8",NA,NA,"14,3"
"Crocidura silacea","EULIPOTYPHLA","SORICIDAE","2.1,2.2,3.5,3.8,4.5,4.7,6",NA,NA,"2,3,4,6"
"Crocidura similiturba","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,NA
"Crocidura smithii","EULIPOTYPHLA","SORICIDAE","2.1",NA,NA,"2"
"Crocidura sokolovi","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Crocidura somalica","EULIPOTYPHLA","SORICIDAE","2.1",NA,NA,"2"
"Crocidura stenocephala","EULIPOTYPHLA","SORICIDAE","5.4",NA,NA,"5"
"Crocidura suaveolens","EULIPOTYPHLA","SORICIDAE","13.3,14.1,14.2,14.3,14.4,14.5,3.8,4.4,6",NA,NA,"13,14,3,4,6"
"Crocidura susiana","EULIPOTYPHLA","SORICIDAE","18",NA,NA,"18"
"Crocidura tadae","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,NA
"Crocidura tanakae","EULIPOTYPHLA","SORICIDAE","1.4,14.2,4.4",NA,NA,"1,14,4"
"Crocidura tansaniana","EULIPOTYPHLA","SORICIDAE","1.6,1.9",NA,NA,"1"
"Crocidura tarella","EULIPOTYPHLA","SORICIDAE","1.6,1.9",NA,NA,"1"
"Crocidura tarfayensis","EULIPOTYPHLA","SORICIDAE","6","6",NA,"6,8"
"Crocidura telfordi","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Crocidura tenuis","EULIPOTYPHLA","SORICIDAE","1.6,1.9",NA,NA,"1"
"Crocidura thalia","EULIPOTYPHLA","SORICIDAE","1.9,2.2,4.7",NA,"3.7,5.4","1,2,3,4,5"
"Crocidura theresae","EULIPOTYPHLA","SORICIDAE","2.2","2.2",NA,"1,2"
"Crocidura thomensis","EULIPOTYPHLA","SORICIDAE","1.6,1.9","1.6,1.9",NA,"14,1"
"Crocidura trichura","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Crocidura turba","EULIPOTYPHLA","SORICIDAE","1.6,1.9",NA,NA,"1"
"Crocidura ultima","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Crocidura umbra","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Crocidura usambarae","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Crocidura viaria","EULIPOTYPHLA","SORICIDAE","2.1","2.1",NA,"14,1,2"
"Crocidura virgata","EULIPOTYPHLA","SORICIDAE","4.5",NA,"1.9","1,4"
"Crocidura voi","EULIPOTYPHLA","SORICIDAE","2.1",NA,NA,"2"
"Crocidura vorax","EULIPOTYPHLA","SORICIDAE","1.4,1.6,1.9",NA,"1.5","1"
"Crocidura vosmaeri","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Crocidura watasei","EULIPOTYPHLA","SORICIDAE","3.4,4.4","3.4,4.4",NA,"14,3,4,5"
"Crocidura whitakeri","EULIPOTYPHLA","SORICIDAE","12.1,13.3,3.5",NA,NA,"12,13,3"
"Crocidura wimmeri","EULIPOTYPHLA","SORICIDAE","1.6,1.8",NA,NA,"1"
"Crocidura wuchihensis","EULIPOTYPHLA","SORICIDAE","1.9",NA,"1.6","1"
"Crocidura xantippe","EULIPOTYPHLA","SORICIDAE","2.1,3.5",NA,NA,"2,3"
"Crocidura yaldeni","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Crocidura yankariensis","EULIPOTYPHLA","SORICIDAE","2.1",NA,NA,"2"
"Crocidura zaitsevi","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Crocidura zaphiri","EULIPOTYPHLA","SORICIDAE","18",NA,NA,"18"
"Crocidura zarudnyi","EULIPOTYPHLA","SORICIDAE","8.1",NA,NA,"8"
"Crocidura zimmeri","EULIPOTYPHLA","SORICIDAE","18",NA,NA,"18"
"Crocidura zimmermanni","EULIPOTYPHLA","SORICIDAE","18,6",NA,NA,"18,6"
"Diplomesodon pulchellus","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,NA
"Feroculus feroculus","EULIPOTYPHLA","SORICIDAE","1.9,4.7,5.4",NA,NA,"1,4,5"
"Palawanosorex muscorum","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,NA
"Paracrocidura graueri","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Paracrocidura maxima","EULIPOTYPHLA","SORICIDAE","1.6,1.9,5.4",NA,NA,"1,5"
"Paracrocidura schoutedeni","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Ruwenzorisorex suncoides","EULIPOTYPHLA","SORICIDAE","1.9,5.1",NA,NA,"1,5"
"Scutisorex somereni","EULIPOTYPHLA","SORICIDAE","1.6,1.9",NA,NA,"1"
"Scutisorex thori","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Solisorex pearsoni","EULIPOTYPHLA","SORICIDAE","1.9,4.7",NA,NA,"1,4"
"Suncus aequatorius","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Suncus ater","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Suncus dayi","EULIPOTYPHLA","SORICIDAE","1.9,4.7",NA,NA,"1,4"
"Suncus etruscus","EULIPOTYPHLA","SORICIDAE","14.2,1.5,1.6,3.5,3.6,3.8,4.5","14.2,1.5,1.6,3.5,3.6,3.8,4.5","14.5","1,14,3,4"
"Suncus fellowesgordoni","EULIPOTYPHLA","SORICIDAE","1.9,4.7",NA,NA,"1,4"
"Suncus hosei","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Suncus hututsi","EULIPOTYPHLA","SORICIDAE","1.9,3.6",NA,NA,"1,3"
"Suncus infinitesimus","EULIPOTYPHLA","SORICIDAE","14.1,1.6,1.9,4.4,4.5,4.7",NA,NA,"14,1,4"
"Suncus lixa","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,NA
"Suncus malayanus","EULIPOTYPHLA","SORICIDAE","1.6,1.9",NA,NA,"1"
"Suncus megalurus","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,NA
"Suncus mertensi","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Suncus montanus","EULIPOTYPHLA","SORICIDAE","1.9,4.7","1.9,4.7",NA,"14,1,4"
"Suncus murinus","EULIPOTYPHLA","SORICIDAE","14.1,14.2,14.3,14.4,14.5,14.6,1.5,1.6,1.9,3.5,3.6,4.5",NA,"1.4,1.8,2.1,2.2,5.4","1,14,2,3,4,5"
"Suncus niger","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,NA
"Suncus remyi","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Suncus stoliczkanus","EULIPOTYPHLA","SORICIDAE","1.5,4.5","1.5,4.5",NA,"14,1,4"
"Suncus varilla","EULIPOTYPHLA","SORICIDAE","14.4,1.5,2.1,3.5,4.5",NA,NA,"14,1,2,3,4"
"Suncus zeylanicus","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Sylvisorex akaibei","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Sylvisorex camerunensis","EULIPOTYPHLA","SORICIDAE","1.9,4.7",NA,NA,"1,4"
"Sylvisorex corbeti","EULIPOTYPHLA","SORICIDAE","1.8",NA,NA,"1"
"Sylvisorex granti","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Sylvisorex howelli","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Sylvisorex isabellae","EULIPOTYPHLA","SORICIDAE","1.9,4.7",NA,NA,"1,4"
"Sylvisorex johnstoni","EULIPOTYPHLA","SORICIDAE","1.6,1.9",NA,NA,"1"
"Sylvisorex konganensis","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Sylvisorex lunaris","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Sylvisorex morio","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Sylvisorex ollula","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Sylvisorex oriundus","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Sylvisorex pluvialis","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Sylvisorex silvanorum","EULIPOTYPHLA","SORICIDAE","1.9,4.7",NA,NA,"1,4"
"Sylvisorex vulcanorum","EULIPOTYPHLA","SORICIDAE","1.9,5.4",NA,NA,"1,5"
"Congosorex phillipsorum","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Congosorex polli","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Congosorex verheyeni","EULIPOTYPHLA","SORICIDAE","1.6",NA,NA,"1"
"Myosorex babaulti","EULIPOTYPHLA","SORICIDAE","1.9,5.4",NA,NA,"1,5"
"Myosorex blarina","EULIPOTYPHLA","SORICIDAE","1.9,5.4",NA,NA,"1,5"
"Myosorex bururiensis","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Myosorex cafer","EULIPOTYPHLA","SORICIDAE","1.6,1.9",NA,NA,"1"
"Myosorex eisentrauti","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Myosorex geata","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Myosorex gnoskei","EULIPOTYPHLA","SORICIDAE","1.9,3.7",NA,NA,"1,3"
"Myosorex jejei","EULIPOTYPHLA","SORICIDAE","1.9,5.4",NA,NA,"1,5"
"Myosorex kabogoensis","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Myosorex kihaulei","EULIPOTYPHLA","SORICIDAE","1.8,1.9",NA,"14.3","14,1"
"Myosorex longicaudatus","EULIPOTYPHLA","SORICIDAE","1.9,3.8,5.4",NA,NA,"1,3,5"
"Myosorex meesteri","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,NA
"Myosorex okuensis","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Myosorex rumpii","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Myosorex schalleri","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Myosorex sclateri","EULIPOTYPHLA","SORICIDAE","1.6,5.4",NA,NA,"1,5"
"Myosorex tenuis","EULIPOTYPHLA","SORICIDAE","18",NA,NA,"18"
"Myosorex varius","EULIPOTYPHLA","SORICIDAE","1.4,2.1,3.8,4.4",NA,NA,"1,2,3,4"
"Myosorex zinki","EULIPOTYPHLA","SORICIDAE","1.9,3.7,5.4",NA,"4.7","1,3,4,5"
"Surdisorex norae","EULIPOTYPHLA","SORICIDAE","4.7",NA,NA,"4"
"Surdisorex polulus","EULIPOTYPHLA","SORICIDAE","4.7",NA,NA,"4"
"Surdisorex schlitteri","EULIPOTYPHLA","SORICIDAE",NA,NA,"3.7","3"
"Anourosorex assamensis","EULIPOTYPHLA","SORICIDAE","1.9","1.9","6","14,1,6"
"Anourosorex schmidi","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Anourosorex squamipes","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Anourosorex yamashinai","EULIPOTYPHLA","SORICIDAE","1.4,14.1,4.1",NA,NA,"1,14,4"
"Blarinella quadraticauda","EULIPOTYPHLA","SORICIDAE","1.4,3.4",NA,NA,"1,3"
"Blarinella wardi","EULIPOTYPHLA","SORICIDAE","1.4,1.9",NA,NA,"1"
"Parablarinella griselda","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,NA
"Blarina brevicauda","EULIPOTYPHLA","SORICIDAE","1.4,3.4,5.4",NA,NA,"1,3,5"
"Blarina carolinensis","EULIPOTYPHLA","SORICIDAE","1.4,3.4,4.4,5.3",NA,NA,"1,3,4,5"
"Blarina hylophaga","EULIPOTYPHLA","SORICIDAE","1.4,3.4,4.4",NA,NA,"1,3,4"
"Blarina peninsulae","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,NA
"Blarina shermani","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,NA
"Cryptotis alticola","EULIPOTYPHLA","SORICIDAE","1.4,4.4",NA,NA,"1,4"
"Cryptotis aroensis","EULIPOTYPHLA","SORICIDAE","1.9",NA,NA,"1"
"Cryptotis berlandieri","EULIPOTYPHLA","SORICIDAE",NA,NA,NA,NA
